Clade0,Clade1,Clade2,Clade3,Clade4,Clade5,Order,Stem or crown (order level),Family,N_extant,N_fossils,oldest_fossil,youngest_fossil,root_est,root_lower,root_upper,ext_est,ext_lower,ext_upper,q_est,q_lower,q_upper,a_est,a_lower,a_upper,sig2_est,sig2_lower,sig2_upper,Horizons,alpha,strat_range,marsh_origin_lower,marsh_origin_upper,marsh_ext_lower,marsh_ext_upper
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Microbiotheria,Crown,Microbiotheriidae,3,28,66,14,76.02382485,66.04282456,95.14673089,0,0,0,0.005647365,5.53E-06,0.017091995,3.785691182,0.697136338,6.986885362,3.312785841,1.586172408,4.859317036,28,0.117342443,52,66,72.10180705,0,0
Theriiformes,Allotheria,NA,NA,NA,NA,Multituberculata,Extinct order,Microcosmodontidae,0,16,66,56,67.38163504,66.00022457,70.24317109,55.40172263,54.53882011,55.99997969,0.686792782,0.00342005,1.695770926,15.27425505,0.002647903,35.16253597,0.136812331,-1.323681322,1.874394206,26,0.15,10,66,67.5,54.5,56
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Micromomyidae,0,19,62,51,64.53192753,63.0000038,67.64706535,49.09867854,47.45808218,49.99971286,0.268066687,0.004301477,0.630267584,6.167371565,0.001315006,16.27681557,1.485015809,-0.381375592,3.312873555,25,0.17,11,62,63.87,49.13,51
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Crown,Micropternodontidae,0,9,52,24,58.54300502,52.00225672,71.59841747,20.24697367,13.61830763,23.99936269,0.03225275,0.000590876,0.094632279,3.301344296,0.00016006,8.433334833,1.327821648,-1.282146445,3.561643784,15,0.3,28,52,60.4,15.6,24
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Microsyopidae,0,87,64,41,65.37388074,64.0015909,67.64808213,39.24521009,38.07218085,39.99989979,0.261496203,0.040077582,0.526026989,4.110424028,0.000528926,9.671827787,2.629247015,1.812588123,3.580464704,240,0.02,23,64,64.46,40.54,41
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Lagomorpha,Stem,Mimolagidae,0,12,62,38,67.4052053,62.00654276,77.95122256,34.46626648,29.72024189,36.99992658,0.055924909,6.16E-05,0.164572307,4.412776732,0.001664059,10.64761637,1.193958568,-1.45220295,3.441798662,13,0.36,24,62,70.64,29.36,38
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Lagomorpha,Stem,Mimotonidae,0,4,65,61,67.67648325,66.0002958,71.21600841,59.85047429,57.5031717,60.999633,0.22961556,0.001282763,0.657356901,24.53101013,0.000335796,64.98249451,0.875969638,-2.241577659,3.567794968,4,2.3,4,65,74.2,51.8,61
Theriiformes,Theria,Eutheria,NA,NA,NA,NA,Extinct order,Mingotheriidae,0,2,58,57,58.97404803,58.0000004,60.80184261,56.27344677,55.08689815,56.99994104,1.40324374,0.0070783,3.68264769,41.23112989,0.061234648,94.14973505,1.552365151,-1.347224522,3.919649662,2,28.83,1,58,86.83,28.17,57
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Miralinidae,0,8,29,4,35.66235387,29.00431345,48.17489626,1.613800098,0.182404523,2.998734734,0.054135731,0.000224196,0.166376948,3.41408649,0.00087887,8.61085396,0.606848614,-2.660092693,3.330981994,7,0.83,25,29,49.75,0,4
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Mirocetidae,0,1,30,30,31.35682603,30.00029408,33.78831685,28.9907288,27.10862528,29.99996426,1.000574483,0.000803243,3.014711859,42.53433955,0.045943608,91.01219042,1.597472605,-0.884899848,3.786406946,1,NA,0,30,NA,NA,30
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,NA,Extinct order,Mixodectidae,0,12,64,58,64.90011985,64.00078997,66.51074131,57.39105796,56.47028804,57.9994598,0.946624071,0.026561316,2.13582405,12.15883068,0.000133856,34.9719575,1.433275669,0.212181619,3.097704036,25,0.17,6,64,65.02,56.98,58
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Stem,Mixtotheriidae,0,12,47,35,49.34498947,47.00017744,53.7528947,33.87458709,31.82055817,34.99984684,0.159989877,0.000697474,0.437724643,11.37535111,0.001344622,26.56983615,1.144250388,-1.004526722,2.971835108,14,0.33,12,47,50.96,31.04,35
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Proboscidea,Stem,Moeritheriidae,0,10,42,31,44.9674555,42.00045271,50.55003595,28.61494726,25.97839269,29.99994484,0.148874135,0.000131735,0.411123235,7.274765444,0.001123611,18.62055403,1.34731913,-0.582500972,3.464623514,19,0.23,11,42,44.53,28.47,31
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Molossidae,122,19,45,1,55.05378653,45.90133501,73.71375189,0,0,0,0.001383518,3.34E-07,0.004831933,5.344427555,0.037725693,10.03026187,5.83423928,3.198707203,8.07945866,27,0.122120807,44,45,50.37331549,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Monodontidae,2,12,11,1,13.39452932,11.00007744,17.95725591,0,0,0,0.15514412,3.37E-05,0.477755408,18.70507536,0.050581891,36.73035165,0.858731596,-2.166545138,3.660533966,63,0.04950462,10,11,11.4950462,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Moschidae,7,48,30,1,32.36022245,30.00193817,35.74599543,0,0,0,0.072824576,0.009653875,0.162881124,1.790024708,0.000639427,4.909362581,3.596342339,1.815711612,5.368521933,78,0.039672348,29,30,31.1504981,0,0
Theriiformes,NA,NA,NA,NA,NA,NA,Extinct order,Mozomuridae,0,1,119,119,120.7127707,119.0000322,123.9503216,117.7124935,115.1394719,118.9999463,0.919493443,0.000480343,2.91113722,38.26461518,0.006920088,91.3901941,1.643166576,-1.024116651,3.661778387,1,NA,0,119,NA,NA,119
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Mukupirnidae,0,1,26,26,27.49237727,26.00052435,30.45737025,24.87980646,22.43764383,25.99984637,0.970322447,0.000270688,2.990082506,37.01052398,0.001553759,90.5792741,1.678733331,-1.043002673,3.745637206,1,NA,0,26,NA,NA,26
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Muridae,843,336,48,1,54.15390093,49.00014845,63.60256078,0,0,0,0.00120427,9.95E-06,0.003628896,6.501267756,3.100862064,9.727784536,9.579397237,8.04898629,10.96238315,582,0.005169482,47,48,48.24296564,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Mustelidae,87,376,42,1,48.8858664,42.00042862,61.49254063,0,0,0,0.004582066,7.62E-06,0.014806076,12.24853771,8.460744901,16.28136531,4.77333353,3.419418245,6.192473223,627,0.004796984,41,42,42.19667633,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Mylagaulidae,0,76,29,6,30.84033789,29.00015424,33.72058536,4.222671339,3.056463665,4.999989308,0.195896704,0.019518411,0.414645464,4.255785084,0.001122144,10.08906883,2.857434525,2.096183082,3.874460575,85,0.05,23,29,30.15,4.85,6
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Pilosa,Crown,Mylodontidae,20,110,29,1,34.17755647,29.00308786,41.62101841,0,0,0,0.0053167,2.42E-05,0.019132729,20.31483345,12.9898966,26.97831644,3.187413869,1.605168476,4.699683982,300,0.010069531,28,29,29.28194688,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Myocastoridae,1,6,7,1,8.865371555,7.00052742,12.451047,0,0,0,0.37379089,0.001360531,1.009784608,11.70407056,0.005133746,31.45290962,0.727792874,-2.081556836,3.238859692,13,0.36,6,7,9.16,0,1
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Afroinsectiphilia,Macroscelidea,Stem,Myohyracidae,0,3,40,18,52.0365734,40.00271483,75.87524462,12.10053733,3.062725001,17.99907408,0.021600153,2.82E-05,0.077678308,3.823030341,0.000297788,10.28946668,0.318315654,-3.69542908,3.451424432,3,4.83,22,40,146.26,0,18
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Myophiomyidae,0,7,47,32,52.38976494,47.00035497,62.69669476,28.39003406,23.02940413,30.99928738,0.085703327,3.92E-05,0.276445099,5.05767956,0.002609415,13.37995427,0.64776665,-2.830224115,3.418292296,8,0.68,15,47,57.2,21.8,32
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Pilosa,Crown,Myrmecophagidae,3,9,18,1,22.54171643,18.00104673,30.67212907,0,0,0,0.065305743,4.07E-05,0.205239328,9.963884702,0.001451132,21.37525837,0.585582,-2.437125191,3.546333175,13,0.283568842,17,18,22.82067032,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Mystacinidae,2,4,19,1,27.50601913,19.00021339,43.08842064,0,0,0,0.031139616,2.76E-05,0.090253883,3.605214218,0.000163713,9.887214067,1.423688706,-1.24289436,3.985926047,16,0.2210553,18,19,22.9789954,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Mystacodontidae,0,1,37,37,38.43332193,37.00069586,41.07986614,35.89324821,33.67843374,36.99991581,1.054374021,0.00085619,3.21088039,39.58899131,0.026915991,91.99689052,1.733252226,-0.745140851,3.762811121,1,NA,0,37,NA,NA,37
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Natalidae,11,2,18,1,28.89905314,18.00568265,51.17088817,0,0,0,0.006285302,4.07E-06,0.020092189,5.129555485,0.00078858,14.07861906,3.036157426,0.370831591,5.765170603,2,19,17,18,341,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Necromantidae,0,1,51,51,52.45268245,51.00023545,55.57271833,49.88166303,47.78153929,50.99979463,0.958870147,0.000611149,2.960317322,37.83935232,0.00272041,88.83015705,1.660882206,-0.983677987,3.841469962,1,NA,0,51,NA,NA,51
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Nementchamyidae,0,2,46,36,55.13752626,46.00214605,77.10765337,30.40222378,17.3859099,35.99890708,0.03552206,1.45E-05,0.125918671,6.320952688,0.000976255,18.94979075,0.718526956,-2.627068973,3.485976194,2,28.83,10,46,334.3,0,36
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Neoepiblemidae,0,34,21,4,23.13685622,22.00011559,25.06314238,3.016144099,1.421043264,3.999438035,0.267869962,0.062273369,0.506403803,2.476850453,0.000222293,6.790352106,2.539599063,1.438689266,3.673194328,34,0.12,17,21,23.04,1.96,4
Theriiformes,Allotheria,NA,NA,NA,NA,Multituberculata,Extinct order,Neoplagiaulacidae,0,148,86,34,88.58889986,86.00036929,93.07444643,32.20848907,29.3033851,33.99998625,0.109170452,0.026375353,0.208763701,1.323001921,0.000135389,3.300465307,3.140704989,2.11492281,4.239885309,203,0.02,52,86,87.04,32.96,34
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Crown,Nesophontidae,0,1,3,3,4.200064803,3.000018786,6.444513816,2.199678501,0.922722622,2.999886134,1.048666362,0.002617888,2.989836083,38.14888556,0.010918827,88.99365654,1.64731416,-0.996016679,3.760938604,1,NA,0,3,NA,NA,3
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Nimravidae,0,68,47,21,49.60979783,47.00029938,54.4720436,20.20141963,18.9718885,20.99990784,0.080616542,0.000735402,0.202862771,8.688540843,0.380116244,16.41201338,2.617874969,1.632546814,3.700839549,79,0.05,26,47,48.3,19.7,21
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Noctilionidae,2,5,14,1,18.81838027,14.00010787,28.42633055,0,0,0,0.070855831,1.62E-05,0.205826943,7.832494262,0.002074314,20.04014079,0.712352904,-2.354740567,3.537162871,5,1.114742527,13,14,28.49165285,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Nonanomaluridae,0,2,34,33,35.03898889,34.00073064,36.98875684,32.28825382,31.13277441,32.9999973,1.376279616,0.003285916,3.625555284,43.50175746,0.016689438,92.61475583,1.543466752,-1.144094953,3.756223768,2,28.83,1,34,62.83,4.17,33
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Notharctidae,0,127,56,34,58.98996362,57.00175145,60.92184791,32.98767889,31.31760435,33.99970493,0.289188458,0.134483623,0.462296557,0.998873594,0.000292914,2.829364712,3.927949947,3.182949162,4.677281756,462,0,22,56,56,34,34
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Pilosa,Crown,Nothrotheriidae,3,33,17,1,18.58629549,17.00005392,21.68975785,0,0,0,0.514548016,0.012743183,1.070871243,6.233778955,0.001228728,14.41952453,-0.327340824,-3.255289579,2.520317771,58,0.053962327,16,17,17.86339723,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Litopterna,Extinct order,Notonychopidae,0,3,63,57,67.9839569,64.00092371,76.83793324,54.18819402,48.29918537,56.99934637,0.097967016,0.000132765,0.30424442,8.522984575,0.000366225,24.30916472,1.185694912,-1.375096533,3.526460124,3,4.83,6,63,91.98,28.02,57
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Notoungulata,Extinct order,Notopithecidae,0,28,55,39,57.09364477,55.00239495,61.21427383,37.24106238,36.04325754,37.9999754,0.215770003,0.001547756,0.551223402,8.283503227,0.004789093,17.23913225,1.592137417,0.503801011,3.24124609,31,0.13,16,55,57.08,36.92,39
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Notoungulata,Extinct order,Notostylopidae,0,35,55,32,57.18931078,55.00029213,60.85803562,30.78885303,28.75064747,31.99981539,0.242542801,0.00802954,0.555789852,2.814560572,0.0003276,7.697316541,1.317458877,-0.361939345,3.154365926,34,0.12,23,55,57.76,29.24,32
Theriiformes,Theria,Metatheria,NA,NA,NA,NA,Extinct order,Numbigilgidae,0,1,5,5,6.301729861,5.000090153,8.840219114,4.087937902,2.246203573,4.999815372,0.996322723,0.000213085,2.9663399,39.3495905,0.003240395,92.93197744,1.695027145,-0.740417313,3.847939996,1,NA,0,5,NA,NA,5
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Proboscidea,Stem,Numidotheriidae,0,3,56,38,68.00059261,56.00165815,92.90608575,31.11452635,17.26479723,37.99978223,0.028118452,4.64E-05,0.104744058,3.143617448,0.00016735,9.171012121,0.647234743,-3.083535445,3.479444457,3,4.83,18,56,142.94,0,38
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Nycteridae,16,1,1,1,1.687685111,1.000445739,2.790435053,0,0,0,1.432134072,0.000250585,3.718049057,38.11145016,0.018350249,87.7372428,4.533511307,2.08899732,6.618982803,2,19,0,1,1,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Stem,Nycterididae,0,1,32,32,33.41853715,32.00027143,36.22436942,30.94938319,28.88935257,31.99999435,0.977352151,0.000716444,2.98402434,40.22560634,0.002112421,92.02704676,1.49597064,-1.490422032,3.960550237,1,NA,0,32,NA,NA,32
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Crown,Nyctitheriidae,0,110,64,28,66.5760226,65.00083514,69.16734012,26.40159578,24.370857,27.99942582,0.178488909,0.062739966,0.309803624,1.405949793,4.86E-05,3.673209892,2.916989833,2.137204156,3.782357788,114,0.04,36,64,65.44,26.56,28
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Lagomorpha,Crown,Ochotonidae,32,146,34,1,35.91699148,34.00012185,38.04988968,0,0,0,0.056227502,0.014723579,0.107752589,1.43854954,0.000938927,3.765232116,5.723768383,4.357996063,7.054190948,223,0.013585748,33,34,34.4483297,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Octodontidae,14,24,19,1,22.05740343,19.00083857,26.35994457,0,0,0,0.043458545,0.000156831,0.101291651,4.21661136,0.000943093,10.69139873,4.460641898,2.47467398,6.237828707,29,0.112923613,18,19,21.03262503,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Odobenidae,3,48,21,1,23.32888301,21.0012099,27.87069396,0,0,0,0.168918411,0.000133003,0.466909612,10.57399015,1.322082915,19.62867315,1.563306343,-0.330877545,3.404264601,225,0.013463634,20,21,21.26927268,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Odobenocetopsidae,0,3,10,7,12.31789024,10.00061763,16.80999082,4.837566535,2.36449775,5.999465725,0.182079017,0.000180815,0.545762391,19.50640898,0.006172247,52.07206252,1.349014182,-1.30140063,3.663698593,2,28.83,3,10,96.49,0,7
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Notoungulata,Extinct order,Oldfieldthomasiidae,0,42,57,35,60.21271923,57.00286221,65.92136659,34.19875289,33.00773091,34.99984859,0.063524776,5.90E-05,0.1832792,10.67912601,0.7463631,19.82133219,2.601112978,1.388000742,3.731494453,29,0.14,22,57,60.08,31.92,35
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Oligopithecidae,0,2,47,34,57.86990739,47.00081271,82.57763192,27.22604727,12.57879955,33.99894538,0.024508151,2.16E-05,0.090105605,4.972003137,0.000251441,14.69952059,0.734716092,-2.776687187,3.500655051,2,28.83,13,47,421.79,0,34
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Stem,Oligoryctidae,0,8,43,34,45.37843465,43.00078344,49.81228731,33.17737961,31.52156703,33.99998195,0.123221871,0.000182813,0.409284669,30.51826223,0.012080999,59.87612313,0.031962191,-2.712738144,2.613653926,16,0.28,9,43,45.52,31.48,34
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Omomyidae,0,254,56,32,59.22744949,57.89408564,61.71827202,31.0943477,29.7224476,31.9998765,0.274418988,0.149834392,0.422193068,1.098223275,0.000240911,3.077571819,4.694960845,4.22965374,5.21245323,434,0,24,56,56,32,32
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Stem,Onychonycteridae,0,5,53,51,54.83421621,54.00000791,56.40127915,50.39520184,49.51991813,50.99989713,0.757405494,0.00298877,1.849401158,47.84808176,0.086594062,94.4068121,1.410510466,-0.718219373,3.343737162,5,1.47,2,53,55.94,48.06,51
Australosphenida,Theria,NA,NA,NA,NA,Monotremata,Crown,Ornithorhynchidae,1,7,63,1,79.03857578,63.00288411,111.3419999,0,0,0,0.009808639,3.68E-07,0.037165422,3.511225435,0.00034622,7.09343284,-0.264663799,-4.154182544,3.059288835,10,0.394950794,62,63,87.48694923,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Oromerycidae,0,23,46,35,48.21706452,47.00067719,50.77888723,34.37615083,33.35538585,34.99991889,0.480222367,0.016077655,1.120863301,13.66998656,0.00709168,35.00076126,0.911462585,-0.332285714,2.563991433,35,0.11,11,46,47.21,33.79,35
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Afroinsectiphilia,Tubulidentata,Crown,Orycteropodidae,2,27,22,1,24.86555202,22.0000268,30.65938159,0,0,0,0.195451925,3.64E-05,0.540926169,7.745693856,0.104739894,15.59882772,0.130477138,-2.6804481,2.868077167,51,0.061745918,21,22,23.29666427,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Otariidae,18,42,19,1,22.67714026,19.00057105,28.77490639,0,0,0,0.019663244,2.43E-06,0.069242176,21.22077692,9.301800204,32.64754668,2.877201155,0.76233782,5.031542468,185,0.016414414,18,19,19.29545945,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Oxyaenodonta,Extinct order,Oxyaenidae,0,91,62,31,64.67716046,63.00024471,67.62705097,28.7059089,26.27767476,29.99964718,0.175329127,0.059962503,0.318215148,0.821137577,0.000133534,2.332020919,3.158542841,2.069043068,4.280825048,203,0.02,31,62,62.62,30.38,31
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Cingulata,Crown,Pachyarmatheriidae,2,10,14,1,17.03336047,14.00089527,22.93907604,0,0,0,0.194223019,0.000904903,0.51779241,8.632569635,0.011135292,20.14973789,-0.076549005,-3.047504564,3.110095851,27,0.122120807,13,14,15.58757049,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Perissodactyla,Crown,Pachynolophidae,0,1,42,42,43.54659685,42.00035449,46.46299095,40.82924406,38.49885331,41.99972397,0.995285673,0.000232264,3.104482713,34.66068385,0.010058974,87.02904396,1.72112486,-0.667892425,3.805512465,1,NA,0,42,NA,NA,42
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Pakicetidae,0,15,52,43,53.54357286,52.00188018,56.4763763,42.25218981,41.06216956,42.99994108,0.34199862,0.000610586,0.868584309,13.0762348,0.002597351,31.84998668,1.600545078,0.042931258,3.126758907,8,0.68,9,52,58.12,36.88,43
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Palaechthonidae,0,16,64,58,64.86969392,64.0015594,66.2324836,56.38561911,55.45898279,56.99978177,0.731899925,0.122369836,1.556957767,5.775194149,0.000567051,16.21851382,2.2524353,1.304982921,3.532974985,22,0.19,6,64,65.14,56.86,58
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Palaeochiropterygidae,0,3,52,40,59.53605785,52.00147133,75.63081449,35.27642342,25.20764436,39.99991744,0.042701195,0.000122816,0.149939923,5.836022396,2.82E-05,16.33962631,0.800263649,-2.49166535,3.56982843,3,4.83,12,52,109.96,0,40
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Palaeogalidae,0,23,36,10,39.00100681,36.00118705,44.13727399,8.291788301,5.287450012,9.99908405,0.218326825,0.004641524,0.60800152,1.717609405,0.000190492,4.857588326,0.387972767,-3.061599724,3.161480007,35,0.11,26,36,38.86,7.14,10
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,NA,Proboscidea,Crown,Palaeomastodontidae,0,6,31,26,33.26609292,32.00023889,36.04001603,24.83460548,22.75186887,25.99878006,0.263817766,0.004812412,0.626088508,8.964541027,0.009557867,25.03787839,2.109787651,0.532404542,3.549147166,2,28.83,5,31,175.15,0,26
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Palaeomerycidae,0,88,26,6,27.10287522,26.00005286,28.79974376,4.313049363,3.188754211,4.999522059,0.347221334,0.10014055,0.649059828,3.237183328,0.000756819,8.2724004,2.824461071,2.265816245,3.60260913,156,0.03,20,26,26.6,5.4,6
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Cingulata,Crown,Palaeopeltidae,0,3,43,23,54.44018309,43.00006243,78.48821629,16.68924584,5.344233081,22.9994178,0.02134031,3.37E-05,0.077677938,4.055723854,9.86E-05,11.07759124,0.640616784,-3.069738534,3.563913843,4,2.3,20,43,89,0,23
Theriiformes,Theria,Eutheria,NA,NA,Cimolesta,NA,Extinct order,Palaeoryctidae,0,36,70,31,73.2420013,70.00293582,78.14576272,28.71914047,25.16469474,30.99941245,0.092632274,0.019883834,0.195601898,0.757878961,3.68E-05,2.172899151,2.001072481,0.243910431,3.638545814,42,0.09,39,70,73.51,27.49,31
Theriiformes,Theria,Metatheria,Marsupialia,Ameridelphia,NA,Paucituberculata,Extinct order,Palaeothentidae,0,41,33,14,36.65013502,34.00147067,41.86568859,13.36141993,12.31142924,13.99988147,0.053439788,0.000274385,0.155430506,15.28939264,3.777802933,26.11493716,2.695992138,1.902478303,3.664163024,43,0.09,19,33,34.71,12.29,14
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Perissodactyla,Stem,Palaeotheriidae,0,200,56,29,57.9574296,56.00008346,61.32473783,28.15898883,26.96034242,28.99989347,0.160251291,0.006346907,0.324105095,4.769159689,0.003519684,10.18610311,4.217573099,3.768727677,4.768895985,189,0.03,27,56,56.81,28.19,29
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Desmostylia,Extinct order,Paleoparadoxiidae,0,14,23,8,26.05250653,24.0006788,30.63372958,6.753846411,4.31569871,7.99983939,0.296010377,0.005683141,0.766729268,5.368706924,0.002083574,13.48697377,-0.110625145,-3.051403237,2.801689889,26,0.15,15,23,25.25,5.75,8
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Palorchestidae,0,5,28,18,33.06731735,29.00010362,42.04025704,15.43235538,10.24095851,17.99997094,0.106401937,0.000662099,0.319279258,5.263253674,0.001302475,14.71953426,0.775341785,-2.569822734,3.450397417,5,1.47,10,28,42.7,3.3,18
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Cingulata,Crown,Pampatheriidae,11,41,14,1,16.20199242,14.00034174,20.05937488,0,0,0,0.144143574,0.000141494,0.484383525,19.35056698,2.411821779,35.14225248,2.479685593,0.192437577,4.917937298,126,0.024255347,13,14,14.31531952,0,0
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Cingulata,Crown,Panochthidae,8,20,9,1,10.57040063,9.000204594,13.18788687,0,0,0,0.256795532,0.000122669,0.808568886,24.1811506,0.005043624,47.84922956,2.882918965,1.000288085,4.909522467,35,0.092107999,8,9,9.736863993,0,0
Theriiformes,Theria,Eutheria,Eutheria,NA,Cimolesta,Pantodonta,Extinct order,Pantolambdidae,0,11,64,55,65.7947727,64.00325621,68.61838381,53.88075794,52.05546922,54.99978353,0.308044855,0.012026972,0.714093627,5.528128077,0.000377742,15.93998505,1.802293216,0.143544754,3.522230856,19,0.23,9,64,66.07,52.93,55
Theriiformes,Theria,Eutheria,Eutheria,NA,Cimolesta,Pantodonta,Extinct order,Pantolambdodontidae,0,13,61,38,66.86804044,62.00045014,74.9252478,34.42546496,29.63744496,36.99976953,0.062933844,0.00440962,0.146893425,1.920951907,0.000756838,5.380942339,1.759981632,-0.167122218,3.576786231,11,0.44,23,61,71.12,27.88,38
Theriiformes,Theria,Eutheria,Eutheria,NA,Cimolesta,NA,Extinct order,Pantolestidae,0,63,64,35,66.73269054,65.00041247,69.44924006,32.81197122,30.77374724,33.99995546,0.181681563,0.055003547,0.330815964,1.100983601,0.000139708,3.056722294,2.502366596,1.341706861,3.708958426,117,0.04,29,64,65.16,33.84,35
