Clade0,Clade1,Clade2,Clade3,Clade4,Clade5,Order,Stem or crown (order level),Family,N_extant,N_fossils,oldest_fossil,youngest_fossil,root_est,root_lower,root_upper,ext_est,ext_lower,ext_upper,q_est,q_lower,q_upper,a_est,a_lower,a_upper,sig2_est,sig2_lower,sig2_upper,Horizons,alpha,strat_range,marsh_origin_lower,marsh_origin_upper,marsh_ext_lower,marsh_ext_upper
Theriiformes,Theria,Metatheria,NA,NA,NA,Deltatheroidea,Extinct order,Pappotheriidae,0,4,122,100,134.6137212,122.0168802,159.529211,92.91675439,78.28340491,99.9987478,0.029070949,6.83E-05,0.098923273,2.251908593,5.74E-05,6.453561684,0.628936592,-2.838827608,3.574887361,4,2.3,22,122,172.6,49.4,100
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Perissodactyla,Crown,Paraceratheriidae,0,49,52,21,55.24648242,52.0021646,61.266666,20.05952382,18.42199103,20.99974364,0.094833188,0.001127339,0.255858786,6.258649711,0.116602283,11.45433906,1.771404463,0.634719749,3.257174474,44,0.09,31,52,54.79,18.21,21
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Stem,Paramyidae,0,14,57,38,60.9105147,58.0010799,66.22600284,35.90310818,32.35887768,37.99991618,0.123602285,0.010972342,0.3105121,2.012414612,5.51E-05,5.738995179,1.506251478,-0.861905192,3.586859106,12,0.39,19,57,64.41,30.59,38
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Parapithecidae,0,19,47,19,50.8853985,47.00005326,58.07043684,16.93532776,13.40777306,18.99998258,0.064157565,0.00023119,0.165081113,3.343306326,0.001166672,8.342228292,1.697525895,-0.386948451,3.593930025,14,0.33,28,47,56.24,9.76,19
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Crown,Parapternodontidae,0,3,53,51,54.9439814,53.00014863,58.8130206,48.87633057,46.52904691,49.99991657,0.317208871,0.000145863,0.937486919,20.34493595,0.001463718,57.06293672,1.369016716,-1.522771178,3.550222898,3,4.83,2,53,62.66,41.34,51
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Paromomyidae,0,83,64,47,66.00204546,65.00048304,67.76959483,46.32102766,45.23593068,46.99909494,0.374811652,0.066226323,0.715231239,4.902377456,0.000192608,11.78772173,2.787460962,2.170847723,3.559176564,158,0.03,17,64,64.51,46.49,47
Theriiformes,Theria,Eutheria,NA,NA,Cimolesta,NA,Extinct order,Paroxyclaenidae,0,9,55,35,60.22488484,55.00322576,70.6432791,32.61317,28.06306028,34.9998471,0.068734528,6.94E-05,0.231777053,7.243148652,0.012424964,16.64255791,0.130809194,-3.614168321,3.153822585,9,0.58,20,55,66.6,23.4,35
Theriiformes,Theria,Eutheria,NA,NA,Cimolesta,NA,Extinct order,Pastoralodontidae,0,8,65,59,66.99984701,65.00099746,70.91829542,57.09863525,55.35848708,57.99989415,0.24931118,0.00046377,0.71621067,14.9673665,0.007416053,37.29531492,1.385475694,-0.641669058,3.207716136,7,0.83,6,65,69.98,54.02,59
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Patriocetidae,0,4,27,26,28.08124858,27.00139279,30.02074668,24.31377278,23.21240867,24.99997054,0.7455195,8.32E-05,1.8292813,21.47170877,0.003720003,57.59790473,1.802283073,-0.269260953,3.66239987,3,4.83,1,27,31.83,21.17,26
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Pholidota,Stem,Patriomanidae,0,2,49,35,60.8801976,49.00052648,88.06208613,27.84672031,12.98121441,34.99907739,0.022348528,2.56E-06,0.081118192,4.569040437,0.001200732,13.79942669,0.658995185,-3.023519125,3.479946661,4,2.3,14,49,81.2,2.8,35
Theriiformes,Allotheria,NA,NA,NA,NA,Multituberculata,Extinct order,Paulchoffatiidae,0,23,157,128,164.2900847,159.0269823,170.4628728,125.1521037,120.9872283,127.9991883,0.040888944,0.012609513,0.072146818,0.776353381,7.72E-05,2.235677825,3.522560733,2.699320483,4.332205284,6,1.06,29,157,187.74,97.26,128
Theriiformes,Theria,NA,Theriiformes,Cladotheria,Dryolestoidea,Dryolestida,Extinct order,Paurodontidae,0,9,157,145,160.3743119,157.0014865,166.5740853,143.1300006,139.8292688,144.9999469,0.107550689,0.000100616,0.283874089,6.813126939,0.000460066,18.07080322,1.624564049,-0.553199,3.403828594,5,1.47,12,157,174.64,127.36,145
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Pedetidae,2,1,1,1,1.991807418,1.000025148,3.875231869,0,0,0,1.255975911,0.000824759,3.586193993,37.87113787,0.004180003,91.0912457,2.392172431,-0.22107665,4.572707045,2,19,0,1,1,0,0
Theriiformes,Theria,Metatheria,NA,NA,NA,NA,Extinct order,Pediomyidae,0,41,86,67,89.09827463,86.00033519,94.07152797,65.23992793,64.09674317,65.99993713,0.045409982,5.01E-05,0.142348559,14.5958643,4.213800686,24.41224303,3.040197333,1.979949205,3.82557125,77,0.05,19,86,86.95,66.05,67
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Cingulata,Crown,Peltephilidae,0,15,34,10,38.76129924,34.00143624,47.74406405,7.275401668,3.975007473,8.999863322,0.038165037,6.14E-05,0.107973319,6.320215267,0.002013457,13.69655365,1.80331055,-0.292957686,3.497180914,23,0.18,24,34,38.32,5.68,10
Theriiformes,Theria,Eutheria,NA,NA,Cimolesta,NA,Extinct order,Pentacodontidae,0,30,65,52,66.24024286,65.00131081,68.08591438,51.20745184,50.03708436,51.99983788,0.486785204,0.0671591,0.994127822,3.519196227,0.000552399,10.17868932,1.951616474,0.910243574,3.207112503,45,0.09,13,65,66.17,50.83,52
Theriiformes,Theria,Metatheria,NA,NA,NA,NA,Extinct order,Peradectidae,0,72,69,17,71.83838441,69.00397483,76.17635923,14.86815983,11.50463036,16.99945613,0.110840676,0.023604595,0.229738868,0.514863163,0.000122844,1.464285002,1.973882904,0.199372412,3.533733124,136,0.03,52,69,70.56,15.44,17
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Peramelemorphia,Crown,Peramelidae,22,17,23,1,28.64525445,23.00044396,38.24730366,0,0,0,0.007643183,2.72E-06,0.029483419,14.36926624,3.372659286,25.36340608,2.927270487,0.634323193,5.468664094,30,0.10882524,22,23,25.39415529,0,0
Theriiformes,NA,NA,NA,NA,NA,Peramura,Extinct order,Peramuridae,0,4,152,142,156.7416099,152.0001775,165.9661716,138.2327046,132.4730805,140.999925,0.06235124,5.71E-05,0.19900554,8.71986107,0.000666308,23.73067038,0.884355801,-2.460113819,3.488280005,3,4.83,10,152,200.3,93.7,142
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Percrocutidae,0,3,13,3,17.60735033,13.00215961,26.76386035,1.568093207,0.185477276,2.998291052,0.071773417,8.14E-06,0.230570402,10.56525277,0.0024284,26.75679955,0.398853463,-3.314687057,3.444147407,3,4.83,10,13,61.3,0,3
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,NA,Extinct order,Periptychidae,0,78,66,59,67.75271221,67.00363214,68.78044123,58.43542636,57.86838618,58.99990565,0.764658204,0.247170024,1.328869537,6.632813166,0.000270284,18.66111876,4.841603227,4.351715842,5.175906235,152,0.03,7,66,66.21,58.79,59
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Notoungulata,Extinct order,Perutheriidae,0,1,56,56,57.55495693,56.00005595,60.62196028,54.78906056,52.36169522,55.99992756,0.988167189,0.000423507,3.067323582,37.58398122,0.001663589,90.3870499,1.762204272,-0.641543698,3.922842094,1,NA,0,56,NA,NA,56
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Petauridae,12,3,2,1,3.485523713,2.000294919,5.719183593,0,0,0,0.151516472,9.45E-05,0.391137072,34.73679152,0.01979846,86.37418517,4.024181131,1.355627835,6.197279057,12,0.313032434,1,2,2.313032434,0,0
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Phalangeridae,30,7,26,1,34.25028876,26.01948657,49.05102361,0,0,0,0.005072774,3.42E-06,0.014921725,5.015381101,0.00057155,11.72418136,4.011669752,0.894624257,6.586760205,15,0.238598968,25,26,31.96497421,0,0
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Phascolarctidae,3,21,28,1,32.19785222,29.0007893,38.24366458,0,0,0,0.131232926,0.003986212,0.298913658,2.536381799,0.000659137,6.46647196,1.149978619,-1.059342099,3.321162689,30,0.10882524,27,28,30.93828149,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,NA,Extinct order,Phenacodontidae,0,136,64,36,67.05223442,65.00061093,69.78608175,34.76786083,32.62382159,35.99989228,0.221196416,0.088737755,0.368844881,0.857525725,1.43E-05,2.413531378,3.662679747,2.742584329,4.550607096,662,0,28,64,64,36,36
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Philisidae,0,8,51,29,58.068586,52.00306759,70.98655095,25.35335625,18.56075952,28.99991375,0.051639139,0.000111978,0.159204341,4.030099735,0.000336929,10.34073157,0.740387554,-2.598671166,3.475824208,6,1.06,22,51,74.32,5.68,29
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Phiomyidae,0,4,48,18,61.05647059,48.00336889,88.6194673,11.89173305,3.146470074,17.99894301,0.018720663,3.45E-05,0.065123128,2.491174649,0.000111638,6.749290631,0.523817674,-3.210209332,3.414375653,4,2.3,30,48,117,0,18
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Phocidae,22,144,23,1,25.78129895,23.00085252,30.44749442,0,0,0,0.050816641,0.000333917,0.174671274,16.16501309,6.454530825,25.52671898,4.444440411,2.853801438,6.063688454,437,0.006894605,22,23,23.1516813,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Phocoenidae,7,28,14,1,16.23044902,14.00014859,20.28367565,0,0,0,0.14758835,6.90E-05,0.458258979,14.47829037,0.004158466,29.36643776,2.45582423,-0.246381224,4.678134914,47,0.067292016,13,14,14.87479621,0,0
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Proboscidea,Stem,Phosphatheriidae,0,1,49,49,50.65528466,49.00053854,53.88182402,47.74100596,45.30748515,48.99968061,0.928261375,0.000148788,2.925000384,36.15497623,0.012286585,87.47344288,1.564341584,-1.223641785,3.798876059,1,NA,0,49,NA,NA,49
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Phyllostomidae,219,23,14,1,17.82746023,15.00040252,23.02390907,0,0,0,0.002597316,2.30E-06,0.008958277,21.44863285,7.268692581,35.59642364,7.835057996,6.764960118,8.954274086,45,0.070456105,13,14,14.91592937,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Physeteridae,1,34,23,1,25.66191126,24.00022767,28.70418016,0,0,0,0.346024952,0.037559544,0.73015872,2.578673112,0.00133377,6.755072809,0.611858885,-1.239341707,2.712849181,89,0.034628487,22,23,23.76182671,0,0
Theriiformes,Theria,Metatheria,Marsupialia,Ameridelphia,NA,Paucituberculata,Extinct order,Pichipilidae,0,3,18,16,18.98994007,18.00188229,20.9088543,15.37369597,14.44977292,15.99993477,1.290777393,0.002909853,3.550158153,46.67053925,0.066773034,92.78582854,0.999791341,-2.108965586,3.684583993,5,1.47,2,18,20.94,13.06,16
Theriiformes,Theria,NA,NA,NA,NA,NA,Extinct order,Picopsidae,0,3,85,77,90.0166982,85.00030434,100.2926042,73.63583393,66.34674372,76.99986515,0.081620256,0.000148531,0.275701502,8.419704973,0.000562201,24.98033934,0.7773844,-2.458410602,3.41808696,3,4.83,8,85,123.64,38.36,77
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Picrodontidae,0,16,65,58,66.11252714,65.00032661,67.96507005,56.36090981,55.288417,56.9998908,0.666882769,0.034825939,1.636187673,8.428129042,0.0006325,22.01281804,1.439534278,0.080417045,2.975415894,21,0.2,7,65,66.4,56.6,58
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Picromomyidae,0,3,55,42,63.24305411,55.00163094,80.73983406,36.83351753,25.66774012,41.99960352,0.038296411,3.60E-05,0.137809246,5.605366866,0.000839661,15.93449949,0.68984997,-2.593333748,3.613330441,3,4.83,13,55,117.79,0,42
Theriiformes,Theria,Metatheria,Metatheria,Australidelphia,NA,Diprotodonta,Crown,Pilkipildridae,0,3,25,4,34.78560447,25.00103136,55.23767021,1.958527985,0.121712762,3.8865997,0.027791616,9.57E-06,0.097126108,4.413164599,0.001697759,11.6429953,0.351642073,-3.032684613,3.510726605,4,2.3,21,25,73.3,0,4
Theriiformes,Allotheria,NA,Theriiformes,NA,NA,Multituberculata,Extinct order,Pinheirodontidae,0,10,153,127,160.768088,153.87746,174.1352926,122.2352124,115.2471145,125.9997794,0.037932796,0.000379905,0.093351583,1.852299247,4.33E-05,5.373040301,1.875252547,0.002442246,3.60008247,6,1.06,26,153,180.56,99.44,127
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Pipestoneomyidae,0,4,39,35,40.51027779,39.0008234,43.53300878,34.1662546,32.41662054,34.99990579,0.479381742,0.002922588,1.359913215,34.6468095,0.010089626,85.04721204,0.459618592,-2.807452434,3.26576496,5,1.47,4,39,44.88,29.12,35
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Pitheciidae,60,11,17,1,21.52474204,17.12730349,29.14105663,0,0,0,0.009995977,6.04E-06,0.025122799,6.774573611,0.000890537,15.57808268,5.542341112,3.844937759,7.293170243,11,0.349282848,16,17,22.58852556,0,0
Theriiformes,Allotheria,NA,NA,NA,NA,Multituberculata,Extinct order,Plagiaulacidae,0,9,145,70,166.6909271,148.0211809,191.8161037,60.39272494,45.17527733,69.98763734,0.007634419,0.000765634,0.01792701,0.422195689,4.49E-05,1.221767721,1.776391378,-0.102785446,3.55029573,4,2.3,75,145,317.5,0,70
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,NA,Extinct order,Plagiomenidae,0,5,54,36,61.14164391,54.00248588,76.41469016,31.84457927,23.88534897,35.99999442,0.045345367,3.10E-05,0.156946512,6.138927938,0.000753849,16.00715293,0.277529259,-3.737009817,3.346664718,5,1.47,18,54,80.46,9.54,36
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Platanistidae,1,32,22,1,23.87755686,22.00000101,26.77034286,0,0,0,0.30464928,0.036036177,0.653223118,1.980749303,0.000364261,5.54130599,1.223191189,-0.502375179,3.083274458,47,0.067292016,21,22,23.41313234,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Stem,Plesiadapidae,0,110,64,49,65.02755888,64.00128763,66.55805968,47.31516281,46.18874093,47.9998705,0.413189917,0.176049063,0.687463377,2.228821368,6.81E-06,6.213196707,4.154746704,3.670111497,4.695305939,192,0.02,15,64,64.3,48.7,49
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Crown,Plesiosoricidae,0,20,56,10,65.51174108,56.00106577,84.28274777,7.02728869,3.33456505,8.999348487,0.013626782,7.19E-06,0.049142536,6.309763254,1.554845187,11.40226487,0.982858857,-1.426305471,3.298358998,27,0.15,46,56,62.9,3.1,10
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,NA,Extinct order,Pleuraspidotheriidae,0,11,60,44,64.30170808,61.00092953,71.0676997,41.55969161,37.95646951,43.99964329,0.076376632,0.001202943,0.197356404,5.880731647,0.001006334,14.98885797,1.812405515,0.072645806,3.509189802,6,1.06,16,60,76.96,27.04,44
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Hyracoidea,Stem,Pliohyracidae,0,46,56,14,59.75844183,56.00237524,66.15890192,12.22479085,9.391286486,13.99959171,0.055322281,0.000290648,0.120478173,2.5668577,2.43E-05,6.009694959,2.627727385,1.348974468,3.864543553,27,0.15,42,56,62.3,7.7,14
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Pliopithecidae,0,19,18,7,20.306111,19.00004151,22.96048696,6.380871542,5.428680796,6.999968198,0.485525587,0.002507121,1.191831287,16.45778821,0.003230625,39.49187759,0.186149615,-1.150245063,1.912312691,23,0.18,11,18,19.98,5.02,7
Theriiformes,Theria,Metatheria,NA,Polydolopimorphia,NA,NA,Extinct order,Polydolopidae,0,55,63,32,65.30992812,63.00072056,69.10988312,29.88947287,28.03658301,30.99961926,0.10337164,0.011619513,0.224416947,3.386193774,0.001076156,7.674860849,2.525793497,1.227107239,3.703990556,37,0.11,31,63,66.41,28.59,32
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Pontoporiidae,1,23,14,1,15.32370984,14.00005922,17.62336508,0,0,0,0.449746155,0.020800497,1.001658769,4.452082412,7.01E-05,12.1746277,1.358955174,-0.426483853,3.068915319,27,0.122120807,13,14,15.58757049,0,0
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Potoroidae,15,16,19,1,23.15443841,19.00027937,29.7588191,0,0,0,0.005971117,1.46E-06,0.023519503,23.40457364,8.866621508,38.26946151,2.917136101,0.789498421,5.170279588,30,0.10882524,18,19,20.95885433,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Praetragulidae,0,11,40,29,41.98644709,40.00002475,45.99077963,27.9124419,25.8381981,28.99896591,0.487425557,0.004052404,1.272553278,5.355158938,0.001390179,14.7398642,-0.268891955,-3.654101223,2.870057718,21,0.2,11,40,42.2,26.8,29
Theriiformes,Theria,Metatheria,Metatheria,Polydolopimorphia,NA,NA,Extinct order,Prepidolopidae,0,7,50,19,60.21060336,50.00024677,79.28921728,13.94544828,5.363909783,18.99797038,0.029652293,3.70E-05,0.091242974,1.890674219,1.92E-05,5.296814507,0.944654462,-2.297615865,3.584376224,6,1.06,31,50,82.86,0,19
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Hyaenodonta,Extinct order,Prionogalidae,0,2,22,17,26.63416593,22.00168085,36.81569836,14.17814274,7.93744947,16.99938074,0.095392685,9.99E-05,0.328274508,12.98969943,0.004984799,38.03193924,0.906142794,-2.137137528,3.428786427,2,28.83,5,22,166.15,0,17
Theriiformes,Theria,Metatheria,NA,Sparassodonta,NA,NA,Extinct order,Proborhyaenidae,0,15,44,4,50.5674048,44.00030836,65.2200307,2.373568225,0.345571858,3.99976339,0.113008505,3.15E-05,0.345877648,3.043642164,0.010711468,6.811159517,-1.260814543,-5.638913832,3.130544825,17,0.26,40,44,54.4,0,4
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Hyracoidea,Crown,Procaviidae,6,22,13,1,15.40887069,13.00066846,19.95482463,0,0,0,0.139803938,0.000162975,0.469068442,18.94169746,2.071143125,34.27683823,0.665214737,-2.151649184,3.500942826,62,0.050336265,12,13,13.60403518,0,0
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Proconsulidae,0,11,24,13,26.0077768,24.00007512,30.29027239,12.03777928,10.18318278,12.99997886,0.432803682,0.001451861,1.103605875,8.918620023,0.001374169,21.99185131,-0.529137091,-3.692595546,2.283502419,10,0.5,11,24,29.5,7.5,13
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Carnivora,Crown,Procyonidae,14,52,21,1,23.25432881,22.00012178,25.74060577,0,0,0,0.146190574,0.018797203,0.304339157,3.877768098,9.15E-05,9.450037324,3.607879316,1.969995368,5.205528422,131,0.023311661,20,21,21.46623322,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Dinocerata,Extinct order,Prodinoceratidae,0,13,62,51,63.73996214,62.00043453,67.16701545,50.03835066,48.2398804,50.99962779,0.442732001,0.001979854,1.069618184,6.366660939,0.002310807,17.34513627,0.280888109,-2.029078419,2.570310619,65,0.05,11,62,62.55,50.45,51
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Cingulata,Crown,Propalaehoplophoridae,0,8,18,17,19.75467705,19.00065884,20.97169105,15.41932339,14.69978457,15.99998128,0.585764885,0.001394897,1.305000218,27.32094293,0.004925364,71.15166364,2.350694633,0.953101914,3.54269789,11,0.44,1,18,18.44,16.56,17
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Propliopithecidae,0,7,33,30,33.78756146,33.00003185,35.1440863,29.47132859,29.02757224,29.99986354,1.640783975,0.008982987,3.958904292,44.87050093,0.179855067,92.96700893,1.05057599,-0.983743313,2.96735708,6,1.06,3,33,36.18,26.82,30
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Sirenia,Stem,Prorastomidae,0,3,48,44,50.60979765,48.00152995,56.02948094,42.49766417,39.34682815,43.99979795,0.255174133,5.48E-05,0.784578063,18.27487041,0.00116879,47.70349683,0.831713106,-2.348849794,3.524017668,3,4.83,4,48,67.32,24.68,44
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,NA,Eulipotyphla,Crown,Proscalopidae,0,30,37,14,39.47671629,38.00010094,42.44770419,13.10400669,11.43059054,13.99971972,0.552858645,0.062934809,1.05331082,2.599352524,0.000207482,6.701085395,-0.604841128,-2.091891505,1.335041915,64,0.06,23,37,38.38,12.62,14
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Euarchonta,Primates,Crown,Proteopithecidae,0,2,34,34,36.33946752,35.00006758,39.17908677,31.96996284,30.01329605,32.99996272,0.326577523,0.00112237,0.921418049,29.4396427,0.002766452,75.55475884,1.68349195,-0.98470479,3.819140812,1,NA,0,34,NA,NA,34
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Litopterna,Extinct order,Proterotheriidae,1,89,56,1,60.63482785,56.00077498,68.88711191,0,0,0,0.043415646,0.002721175,0.097572097,2.623386826,0.147544993,5.111767221,3.158612203,1.965701265,4.152477649,93,0.033098261,55,56,57.82040434,0,0
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Protoceratidae,0,105,46,3,50.1394797,47.82662243,53.90212179,1.769851666,0.285393663,2.999740938,0.175677586,0.067023186,0.28711633,0.584119673,0.000107287,1.667672526,2.777269253,1.752737707,3.887922941,155,0.03,43,46,47.29,1.71,3
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Artiodactyla,Crown,Protocetidae,0,38,48,35,49.29614288,48.00118888,50.99981564,34.23117536,33.066489,34.99968975,0.430261028,0.079764395,0.846147221,4.261005013,0.002483966,11.60044027,2.462599157,1.445126876,3.494389232,33,0.12,13,48,49.56,33.44,35
Theriiformes,Theria,Metatheria,NA,NA,NA,NA,Extinct order,Protodidelphidae,0,8,56,54,56.74945736,56.00073641,57.91037354,52.44329555,51.99200527,52.99994647,0.686015304,0.040217105,1.522778726,23.50656603,0.009897177,56.76412836,2.648540255,1.714987187,3.668422953,2,28.83,2,56,113.66,0,54
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Litopterna,Extinct order,Protolipternidae,0,7,55,43,59.19889613,55.00066006,66.88770723,40.69588531,36.34205254,42.99987641,0.117667958,7.17E-05,0.336071729,4.478796736,0.001186807,12.81014674,1.21455937,-1.305861011,3.376061259,5,1.47,12,55,72.64,25.36,43
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Crown,Protoptychidae,0,3,45,39,49.18209787,45.00051271,58.0053011,36.46009646,30.90416936,38.99970905,0.131633277,5.62E-05,0.420167531,10.30440096,0.002482331,28.82056605,0.618469527,-2.60770803,3.473520416,3,4.83,6,45,73.98,10.02,39
Theriiformes,Theria,Eutheria,Placentalia,Afrotheria,Paenungulata,Sirenia,Stem,Protosirenidae,0,12,54,35,58.17628641,54.00226002,66.55527132,33.07099493,29.47805153,34.99999877,0.100509945,2.29E-05,0.313222087,6.643142618,0.00198958,15.27694806,0.44712632,-2.823986217,3.128930457,14,0.33,19,54,60.27,28.73,35
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Notoungulata,Extinct order,Protypotheriidae,0,3,28,12,37.50237432,28.00447236,57.78092632,7.834905612,1.853120786,11.99731973,0.0301183,7.55E-05,0.101678227,4.338713388,0.000541547,12.20628403,0.741924504,-2.517567204,3.537170829,3,4.83,16,28,105.28,0,12
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Anagalida,Extinct order,Pseudictopidae,0,13,66,53,69.18722297,67.00059267,73.11662746,51.47482339,48.85956791,52.99984786,0.217989876,0.020417561,0.53950294,2.828402695,1.37E-05,8.224695473,1.305427381,-0.924289603,3.499183513,21,0.2,13,66,68.6,50.4,53
Theriiformes,Theria,Metatheria,Marsupialia,Australidelphia,NA,Diprotodontia,Crown,Pseudocheiridae,20,13,28,1,34.62434148,28.00450149,46.85759742,0,0,0,0.014783102,2.84E-05,0.039706468,4.141616258,0.003580827,9.768372736,3.523142791,1.200926799,5.938620782,25,0.132946972,27,28,31.58956825,0,0
Theriiformes,Theria,Eutheria,Placentalia,Xenarthra,NA,Pilosa,Crown,Pseudoglyptodontidae,0,3,30,22,34.78824399,30.00079752,45.01520605,18.91869504,12.53358386,21.99934077,0.086305391,0.000290389,0.292026529,8.78899775,0.001672542,25.56465735,0.694301579,-2.423251641,3.512201918,3,4.83,8,30,68.64,0,22
Theriiformes,Theria,Eutheria,NA,NA,NA,Leptictida,Extinct order,Pseudorhyncocyonidae,0,14,59,36,64.21946518,59.00820671,73.02520562,32.71949131,28.45084356,34.99967131,0.071138827,9.47E-05,0.197621076,3.434153193,0.000118272,8.951652963,1.413853265,-1.097501457,3.537197927,17,0.26,23,59,64.98,30.02,36
Theriiformes,Theria,Eutheria,Placentalia,Euarchontoglires,Glires,Rodentia,Stem,Pseudosciuridae,0,23,47,29,48.99670302,47.00026162,52.60864663,27.89458754,26.03813536,28.99985609,0.239628008,0.009968396,0.558729271,4.971941604,0.003206842,12.66297218,0.991654496,-0.638985852,2.740845827,24,0.17,18,47,50.06,25.94,29
Theriiformes,Theria,Eutheria,Placentalia,Laurasiatheria,Scrotifera,Chiroptera,Crown,Pteropodidae,197,4,6,1,10.36766414,6.91633562,18.02670539,0,0,0,0.003297632,2.11E-06,0.008571605,11.36816908,0.001131075,30.9669908,7.057829003,4.604884972,9.037686152,5,1.114742527,5,6,11.57371263,0,0
Theriiformes,Allotheria,NA,NA,NA,NA,Multituberculata,Extinct order,Ptilodontidae,0,53,66,56,67.80262771,67.00033592,68.99192345,54.40829048,53.58508442,54.99999572,0.442707114,0.071327114,0.888855892,7.246083554,0.000787389,17.636081,2.851412496,2.278050545,3.615669079,70,0.05,10,66,66.5,55.5,56
